"","ID","OutcomeType","AnimalType","HasName","AgeinDays","IsMix","SimpleColor","IsNeutered","Gender"
"8541","A683548","Adoption","Cat",1,"Over 3 years",1,3,1,"M"
"8542","A719880","Transfer","Cat",0,"Less than a year",1,5,1,"M"
"8544","A684975","Euthanasia","Dog",1,"Over 3 years",1,5,0,"M"
"8547","A699901","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"F"
"8549","A680182","Transfer","Cat",1,"Less than a year",1,5,0,"M"
"8550","A686899","Transfer","Dog",0,"Less than a year",1,27,1,"M"
"8552","A672241","Transfer","Dog",1,"Less than a year",1,27,1,"M"
"8553","A691692","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"F"
"8554","A693751","Transfer","Cat",0,"Less than 2 years",1,4,0,"M"
"8556","A679650","Transfer","Dog",0,"Less than a year",1,27,0,"F"
"8557","A703426","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8558","A671374","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"8559","A713700","Euthanasia","Cat",0,"Less than a year",1,3,0,"F"
"8560","A650908","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"8561","A669060","Transfer","Cat",0,"Less than 2 years",1,5,1,"M"
"8562","A686639","Return_to_owner","Cat",1,"Over 3 years",1,24,1,"F"
"8563","A674126","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"8564","A708148","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"8565","A664921","Transfer","Dog",1,"Less than a year",1,3,1,"F"
"8566","A667383","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"8567","A674047","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"8568","A666894","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8569","A687460","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"8571","A687558","Died","Cat",0,"Less than a year",1,5,0,"M"
"8572","A668416","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"8573","A714864","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8574","A711005","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"8575","A679200","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"8576","A719633","Transfer","Cat",0,"Less than a year",1,5,1,"M"
"8578","A629737","Adoption","Cat",1,"Less than 3 years",1,5,1,"F"
"8579","A668737","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"8581","A709588","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"M"
"8582","A702662","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"8584","A716510","Return_to_owner","Dog",1,"Less than 2 years",1,18,1,"F"
"8585","A312005","Adoption","Cat",1,"Over 3 years",1,14,1,"M"
"8586","A685543","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8587","A684341","Transfer","Cat",1,"Less than a year",1,21,0,"F"
"8588","A607134","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"M"
"8589","A671649","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"8591","A689697","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"8592","A673654","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"8594","A696035","Return_to_owner","Dog",1,"Less than a year",1,8,0,"M"
"8595","A690165","Adoption","Dog",1,"Less than 3 years",1,5,1,"M"
"8596","A697790","Adoption","Cat",0,"Less than a year",1,3,1,"F"
"8597","A718442","Euthanasia","Cat",0,"Less than 3 years",1,4,1,"M"
"8598","A708859","Return_to_owner","Dog",1,"Less than 3 years",1,27,1,"F"
"8600","A707698","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"8601","A707562","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"8602","A677321","Return_to_owner","Dog",1,"Over 3 years",1,18,0,"M"
"8603","A670171","Transfer","Dog",1,"Over 3 years",0,26,1,"M"
"8605","A718096","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"8607","A703070","Return_to_owner","Dog",1,"Over 3 years",1,4,0,"M"
"8608","A709677","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"8609","A672150","Return_to_owner","Dog",1,"Less than a year",1,3,1,"F"
"8610","A704782","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8611","A682303","Adoption","Cat",0,"Less than a year",1,5,1,"F"
"8613","A677785","Transfer","Dog",1,"Over 3 years",1,6,1,"F"
"8614","A681060","Transfer","Dog",0,"Less than a year",1,28,0,"F"
"8615","A687000","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"8616","A689094","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"8617","A663436","Adoption","Dog",1,"Less than 2 years",1,8,1,"F"
"8619","A678060","Adoption","Cat",0,"Less than a year",1,5,1,"F"
"8621","A705884","Euthanasia","Cat",1,"Less than a year",1,3,0,"F"
"8622","A668341","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"8623","A706213","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"8625","A678120","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"8626","A669549","Adoption","Cat",1,"Less than 2 years",1,17,1,"M"
"8627","A696586","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"8628","A665218","Transfer","Dog",1,"Less than a year",0,5,0,"F"
"8629","A683656","Adoption","Cat",0,"Less than a year",1,16,1,"M"
"8631","A685643","Adoption","Cat",1,"Less than a year",1,16,1,"F"
"8632","A676777","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"F"
"8633","A689959","Return_to_owner","Dog",1,"Over 3 years",1,10,1,"F"
"8634","A668961","Adoption","Dog",0,"Less than a year",1,5,1,"M"
"8635","A666551","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"8636","A699999","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"8637","A711385","Return_to_owner","Dog",1,"Less than a year",1,20,1,"M"
"8638","A676445","Transfer","Dog",1,"Less than 2 years",1,4,0,"M"
"8639","A693049","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"8640","A710874","Died","Cat",0,"Less than a year",1,5,0,"M"
"8641","A666099","Transfer","Dog",1,"Over 3 years",1,28,1,"F"
"8642","A714005","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"8643","A719978","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"8645","A685253","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"8646","A686140","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"8647","A620531","Return_to_owner","Dog",1,"Over 3 years",1,28,1,"M"
"8651","A715025","Return_to_owner","Dog",1,"Less than a year",1,8,1,"M"
"8652","A716063","Adoption","Dog",0,"Less than a year",1,27,1,"M"
"8653","A675430","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"8654","A706658","Transfer","Dog",1,"Over 3 years",1,26,1,"M"
"8655","A670253","Adoption","Dog",0,"Less than a year",1,4,1,"M"
"8656","A694672","Adoption","Dog",1,"Less than 2 years",0,27,1,"F"
"8657","A702701","Return_to_owner","Dog",1,"Less than 2 years",1,8,1,"F"
"8659","A705471","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"8660","A697352","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"8661","A717103","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"8662","A672256","Transfer","Dog",0,"Over 3 years",1,18,1,"F"
"8663","A691251","Adoption","Dog",1,"Less than 3 years",1,27,1,"F"
"8665","A676438","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"8666","A679498","Return_to_owner","Cat",1,"Over 3 years",1,27,1,"M"
"8667","A689232","Transfer","Dog",1,"Less than a year",1,26,1,"F"
"8668","A659951","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"8670","A670751","Transfer","Dog",0,"Less than a year",0,23,1,"M"
"8671","A670611","Adoption","Dog",0,"Over 3 years",1,5,1,"F"
"8672","A708739","Adoption","Cat",1,"Less than a year",1,25,0,"F"
"8674","A716369","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"8676","A686303","Transfer","Dog",1,"Less than a year",1,8,1,"M"
"8677","A683465","Transfer","Dog",0,"Less than a year",1,27,0,"M"
"8678","A665625","Return_to_owner","Dog",1,"Less than a year",1,26,1,"M"
"8680","A666264","Adoption","Dog",1,"Less than a year",1,18,0,"F"
"8682","A711065","Transfer","Dog",1,"Over 3 years",1,6,1,"M"
"8684","A719668","Died","Cat",0,"Less than a year",1,4,0,"F"
"8687","A717757","Euthanasia","Cat",0,"Less than a year",1,25,0,"F"
"8689","A686576","Transfer","Dog",0,"Less than 2 years",1,6,1,"F"
"8690","A570181","Adoption","Dog",1,"Over 3 years",1,23,1,"F"
"8691","A710521","Euthanasia","Cat",1,"Less than a year",1,17,0,"M"
"8693","A704768","Transfer","Cat",1,"Less than a year",1,25,1,"F"
"8694","A700883","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"8695","A713853","Adoption","Cat",1,"Less than a year",1,7,0,"F"
"8696","A694312","Transfer","Dog",0,"Less than a year",1,27,0,"F"
"8697","A672327","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"8698","A682628","Return_to_owner","Dog",1,"Less than 3 years",1,3,1,"M"
"8699","A712853","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"8701","A690047","Return_to_owner","Dog",1,"Less than a year",1,27,1,"M"
"8702","A668522","Return_to_owner","Dog",1,"Over 3 years",1,18,1,"F"
"8703","A678801","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8704","A695005","Transfer","Cat",0,"Less than a year",1,4,1,"F"
"8706","A664522","Transfer","Dog",1,"Less than a year",1,27,1,"F"
"8707","A671749","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"8710","A700235","Transfer","Dog",0,"Less than a year",1,27,0,"M"
"8711","A677872","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"8713","A717778","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"8715","A711081","Transfer","Dog",1,"Less than 3 years",1,28,0,"M"
"8717","A717772","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"8718","A689682","Adoption","Dog",1,"Less than a year",1,18,1,"M"
"8719","A711549","Died","Dog",1,"Less than 2 years",1,18,1,"F"
"8721","A673329","Adoption","Dog",0,"Less than a year",1,23,1,"F"
"8723","A713529","Transfer","Dog",1,"Less than a year",1,3,0,"M"
"8725","A700658","Adoption","Dog",0,"Less than a year",1,5,1,"F"
"8726","A710375","Transfer","Dog",1,"Less than 2 years",1,3,0,"F"
"8727","A689648","Adoption","Cat",1,"Less than a year",1,27,1,"M"
"8728","A666701","Adoption","Dog",0,"Less than 3 years",1,3,1,"M"
"8729","A710941","Adoption","Dog",0,"Less than a year",1,23,1,"F"
"8730","A689562","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8732","A687861","Return_to_owner","Dog",1,"Less than 3 years",0,27,1,"F"
"8733","A714226","Transfer","Dog",1,"Over 3 years",1,3,0,"M"
"8734","A710749","Return_to_owner","Dog",1,"Less than a year",0,27,0,"M"
"8735","A714273","Euthanasia","Cat",0,"Less than 3 years",1,7,1,"F"
"8738","A704827","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"8739","A674243","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"8740","A672756","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"8741","A686173","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"8742","A707917","Adoption","Dog",1,"Less than a year",1,18,1,"F"
"8743","A703782","Adoption","Dog",1,"Less than a year",1,23,1,"M"
"8745","A715287","Transfer","Cat",1,"Less than a year",1,5,1,"F"
"8746","A702580","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"8747","A680314","Adoption","Dog",1,"Less than a year",1,8,1,"F"
"8748","A710337","Adoption","Dog",1,"Less than 2 years",1,18,1,"M"
"8752","A677296","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"8753","A710377","Adoption","Dog",0,"Less than a year",0,23,1,"F"
"8755","A688080","Transfer","Cat",0,"Less than a year",1,4,1,"M"
"8758","A660903","Transfer","Dog",1,"Less than a year",1,5,1,"F"
"8760","A700484","Return_to_owner","Dog",1,"Less than a year",1,23,1,"F"
"8762","A645673","Euthanasia","Dog",1,"Over 3 years",1,27,0,"F"
"8763","A679072","Adoption","Dog",1,"Less than 3 years",1,27,1,"M"
"8764","A665440","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"8765","A709512","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"8766","A719090","Transfer","Dog",1,"Over 3 years",1,3,1,"F"
"8767","A714186","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"8768","A716808","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"8770","A713446","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"8771","A693198","Adoption","Dog",1,"Less than a year",1,4,1,"M"
"8772","A685969","Transfer","Cat",1,"Less than a year",1,21,0,"F"
"8774","A680999","Transfer","Dog",0,"Less than a year",0,5,1,"F"
"8775","A664904","Adoption","Dog",1,"Over 3 years",1,18,1,"M"
"8776","A667095","Adoption","Dog",1,"Less than a year",1,9,1,"F"
"8777","A703974","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"8781","A641317","Adoption","Dog",1,"Less than 3 years",1,18,1,"F"
"8782","A685694","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"8783","A683586","Euthanasia","Cat",0,"Over 3 years",1,25,0,"F"
"8784","A673618","Adoption","Dog",1,"Over 3 years",1,3,1,"F"
"8785","A718985","Adoption","Dog",0,"Less than 3 years",1,2,1,"M"
"8786","A677470","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"8787","A711039","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"8788","A665361","Transfer","Cat",1,"Less than a year",1,17,0,"M"
"8789","A704577","Return_to_owner","Cat",1,"Over 3 years",1,27,1,"F"
"8790","A671492","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"8791","A694386","Transfer","Cat",1,"Over 3 years",1,5,1,"M"
"8792","A679716","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"8793","A671578","Return_to_owner","Dog",1,"Less than 2 years",0,26,1,"M"
"8795","A680951","Return_to_owner","Dog",1,"Less than a year",1,28,1,"M"
"8796","A686582","Transfer","Dog",1,"Less than 2 years",1,3,0,"F"
"8797","A684168","Transfer","Cat",0,"Less than a year",1,25,0,"F"
"8798","A694807","Adoption","Dog",1,"Less than a year",0,18,1,"M"
"8799","A657492","Return_to_owner","Dog",1,"Over 3 years",1,27,0,"F"
"8800","A707885","Return_to_owner","Dog",1,"Less than a year",1,27,1,"M"
"8803","A712035","Transfer","Dog",1,"Less than 2 years",1,23,1,"F"
"8804","A715688","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"8806","A665843","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8807","A584553","Transfer","Dog",1,"Less than 3 years",1,5,1,"M"
"8808","A675127","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"8809","A664502","Adoption","Cat",0,"Less than a year",1,3,1,"M"
"8810","A693653","Transfer","Dog",1,"Less than 2 years",1,5,1,"M"
"8812","A689585","Adoption","Dog",1,"Less than 2 years",1,18,1,"M"
"8814","A712132","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"8815","A682063","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"8817","A709249","Transfer","Dog",0,"Over 3 years",1,9,1,"F"
"8819","A707063","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"8820","A693156","Transfer","Cat",1,"Over 3 years",1,4,1,"M"
"8821","A675667","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"8822","A690698","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"8823","A678742","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"8826","A705681","Transfer","Cat",1,"Less than a year",1,24,0,"F"
"8827","A687214","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"8828","A684454","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"8834","A677190","Transfer","Dog",1,"Less than 2 years",0,27,1,"M"
"8835","A683214","Transfer","Cat",1,"Less than a year",1,4,1,"F"
"8836","A715689","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"8837","A702221","Euthanasia","Cat",0,"Less than a year",1,16,0,"F"
"8838","A706598","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"8839","A674390","Transfer","Dog",1,"Over 3 years",1,5,1,"M"
"8840","A697731","Adoption","Cat",0,"Less than a year",1,5,1,"M"
"8841","A706994","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"8842","A681400","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"8843","A710956","Adoption","Dog",1,"Over 3 years",1,27,1,"M"
"8844","A712055","Adoption","Dog",1,"Less than 2 years",1,3,1,"F"
"8846","A706111","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"8848","A711776","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"8849","A673068","Adoption","Cat",1,"Less than 2 years",1,24,1,"F"
"8852","A692408","Euthanasia","Dog",1,"Over 3 years",1,4,1,"F"
"8853","A695042","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"M"
"8854","A687915","Transfer","Dog",1,"Less than a year",1,3,1,"M"
"8855","A676175","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"8856","A676150","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"8857","A670116","Adoption","Dog",1,"Less than 3 years",0,22,1,"F"
"8858","A713191","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"8860","A665800","Transfer","Cat",1,"Less than a year",1,25,1,"F"
"8861","A678743","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"8864","A677456","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"8865","A707921","Return_to_owner","Dog",1,"Less than 3 years",1,18,0,"M"
"8867","A671872","Transfer","Dog",1,"Over 3 years",1,3,1,"F"
"8868","A667596","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"8870","A680072","Transfer","Cat",1,"Less than a year",1,24,0,"F"
"8871","A686525","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"8873","A674371","Adoption","Dog",1,"Less than 2 years",1,13,1,"M"
"8874","A702181","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"8877","A679894","Transfer","Dog",0,"Less than a year",1,5,1,"F"
"8878","A720439","Transfer","Dog",1,"Less than 3 years",1,3,1,"F"
"8879","A672156","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"8881","A720046","Return_to_owner","Dog",1,"Less than 3 years",1,8,1,"F"
"8884","A309829","Return_to_owner","Dog",1,"Over 3 years",0,5,0,"M"
"8887","A669537","Adoption","Dog",1,"Less than 2 years",1,23,1,"F"
"8888","A709503","Transfer","Cat",0,"Less than a year",1,27,0,"F"
"8889","A636828","Euthanasia","Dog",1,"Less than 2 years",1,4,0,"M"
"8890","A679668","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"8891","A670652","Transfer","Cat",1,"Less than a year",1,4,1,"M"
"8892","A702640","Adoption","Cat",0,"Less than a year",1,17,1,"F"
"8893","A689842","Adoption","Dog",1,"Less than a year",1,4,1,"F"
"8894","A687749","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"8895","A692477","Adoption","Dog",1,"Over 3 years",1,26,1,"M"
"8896","A700130","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"8897","A675129","Transfer","Dog",0,"Less than 2 years",1,27,1,"F"
"8898","A678562","Return_to_owner","Dog",1,"Less than 3 years",1,27,0,"F"
"8899","A664115","Return_to_owner","Dog",1,"Over 3 years",1,5,0,"M"
"8900","A684110","Euthanasia","Cat",0,"Less than a year",1,17,0,"F"
"8901","A675938","Transfer","Cat",0,"Less than a year",1,24,0,"F"
"8902","A706159","Adoption","Dog",1,"Less than a year",1,3,0,"F"
"8903","A673391","Euthanasia","Dog",0,"Over 3 years",1,18,0,"M"
"8904","A680713","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"8905","A672121","Transfer","Dog",1,"Less than 2 years",1,27,1,"M"
"8906","A718439","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"8907","A551642","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"8910","A677029","Adoption","Dog",0,"Less than 3 years",1,4,1,"M"
"8912","A687795","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"8913","A677375","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"8914","A703837","Adoption","Cat",0,"Less than a year",1,24,1,"F"
"8915","A691922","Transfer","Dog",0,"Over 3 years",1,23,1,"M"
"8916","A704817","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"8918","A690852","Transfer","Dog",1,"Less than a year",1,5,0,"M"
"8919","A703441","Adoption","Cat",1,"Less than a year",1,5,0,"F"
"8920","A705589","Return_to_owner","Dog",1,"Less than a year",1,4,1,"M"
"8921","A690023","Adoption","Cat",1,"Less than a year",0,27,1,"F"
"8922","A715478","Adoption","Dog",0,"Less than a year",1,27,1,"M"
"8923","A703116","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"8924","A669490","Adoption","Dog",0,"Less than 3 years",1,3,1,"F"
"8925","A695580","Transfer","Dog",1,"Less than a year",1,27,1,"M"
"8926","A665152","Euthanasia","Dog",0,"Less than a year",1,6,0,"F"
"8930","A706960","Adoption","Dog",1,"Less than 3 years",1,3,1,"F"
"8931","A705938","Return_to_owner","Dog",1,"Less than a year",1,3,1,"F"
"8932","A685123","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"8934","A715596","Return_to_owner","Dog",1,"Less than a year",1,18,1,"F"
"8936","A680170","Transfer","Cat",1,"Over 3 years",1,11,1,"F"
"8938","A703481","Adoption","Dog",0,"Less than 2 years",1,23,1,"F"
"8939","A718084","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"8941","A720278","Adoption","Dog",1,"Less than a year",1,10,1,"F"
"8942","A567323","Euthanasia","Dog",1,"Over 3 years",1,3,1,"F"
"8944","A704589","Adoption","Cat",1,"Less than a year",1,27,1,"M"
"8945","A430501","Euthanasia","Dog",1,"Over 3 years",1,12,1,"F"
"8947","A679203","Transfer","Dog",0,"Less than a year",1,23,0,"F"
"8948","A718135","Return_to_owner","Cat",1,"Over 3 years",1,17,1,"M"
"8949","A688034","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"8952","A701474","Return_to_owner","Dog",1,"Less than 3 years",0,5,1,"M"
"8953","A715757","Adoption","Cat",0,"Less than a year",1,25,1,"F"
"8956","A665174","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"8959","A677194","Adoption","Dog",0,"Less than 3 years",1,27,1,"F"
